K,N,M,T,Baseline Cycles,Baseline Performance,WIP Scalar Cycles,WIP Scalar Performance,Josua Cycles,Josua Performance
24,12,4,4,237133.000000,1.010000,181925.000000,1.320000,186121.000000,1.290000
24,12,4,8,478264.000000,1.060000,370265.000000,1.370000,380203.000000,1.330000
24,12,4,12,731500.000000,1.060000,574374.000000,1.350000,576657.000000,1.340000
24,12,4,16,971743.000000,1.070000,761506.000000,1.370000,772764.000000,1.350000
24,12,4,20,1232577.000000,1.060000,970494.000000,1.350000,969508.000000,1.350000
24,12,4,24,1501602.000000,1.050000,1182862.000000,1.330000,1172549.000000,1.340000
24,12,4,28,1762700.000000,1.050000,1410345.000000,1.310000,1410177.000000,1.310000
24,12,8,4,256850.000000,0.950000,199337.000000,1.230000,207494.000000,1.180000
24,12,8,8,535182.000000,0.960000,424098.000000,1.210000,434901.000000,1.180000
24,12,8,12,786255.000000,0.990000,624026.000000,1.250000,628599.000000,1.240000
24,12,8,16,1097186.000000,0.950000,913532.000000,1.150000,882487.000000,1.190000
24,12,8,20,1309560.000000,1.000000,1117932.000000,1.180000,1095223.000000,1.200000
24,12,8,24,1670944.000000,0.950000,1351911.000000,1.170000,1318005.000000,1.200000
24,12,8,28,1980479.000000,0.930000,1620729.000000,1.140000,1593845.000000,1.160000
24,12,12,4,286737.000000,0.870000,227738.000000,1.090000,232003.000000,1.070000
24,12,12,8,595500.000000,0.870000,494568.000000,1.040000,484785.000000,1.070000
24,12,12,12,924802.000000,0.850000,741101.000000,1.060000,772717.000000,1.010000
24,12,12,16,1170636.000000,0.900000,983462.000000,1.070000,959112.000000,1.100000
24,12,12,20,1479014.000000,0.890000,1170487.000000,1.130000,1144624.000000,1.150000
24,12,12,24,1995690.000000,0.790000,1663919.000000,0.950000,1619646.000000,0.980000
24,12,12,28,2143468.000000,0.860000,1687465.000000,1.100000,1685594.000000,1.100000
24,12,16,4,305562.000000,0.830000,250868.000000,1.010000,252620.000000,1.000000
24,12,16,8,638183.000000,0.820000,548557.000000,0.950000,503239.000000,1.040000
24,12,16,12,917408.000000,0.860000,768222.000000,1.030000,765948.000000,1.030000
24,12,16,16,1248401.000000,0.850000,1033656.000000,1.020000,998516.000000,1.060000
24,12,16,20,1567809.000000,0.840000,1318653.000000,1.000000,1278106.000000,1.040000
24,12,16,24,2020822.000000,0.790000,1618416.000000,0.980000,1551815.000000,1.030000
24,12,16,28,2394479.000000,0.780000,1933181.000000,0.960000,1856354.000000,1.000000
24,12,20,4,326524.000000,0.790000,269712.000000,0.960000,276161.000000,0.940000
24,12,20,8,642805.000000,0.820000,555995.000000,0.950000,548720.000000,0.960000
24,12,20,12,998555.000000,0.790000,865811.000000,0.920000,856364.000000,0.930000
24,12,20,16,1363864.000000,0.780000,1159561.000000,0.910000,1120000.000000,0.950000
24,12,20,20,1750727.000000,0.760000,1397020.000000,0.950000,1361513.000000,0.980000
24,12,20,24,1993807.000000,0.800000,1657322.000000,0.960000,1574410.000000,1.010000
24,12,20,28,2510624.000000,0.740000,2099749.000000,0.890000,1964554.000000,0.950000
24,12,24,4,329959.000000,0.800000,277364.000000,0.950000,279046.000000,0.940000
24,12,24,8,674733.000000,0.790000,591365.000000,0.900000,572778.000000,0.930000
24,12,24,12,1003616.000000,0.800000,886824.000000,0.900000,883978.000000,0.900000
24,12,24,16,1375659.000000,0.770000,1172467.000000,0.910000,1132948.000000,0.940000
24,12,24,20,1802282.000000,0.740000,1505378.000000,0.890000,1502159.000000,0.890000
24,12,24,24,2179761.000000,0.730000,1821549.000000,0.880000,1715722.000000,0.930000
24,12,24,28,2693319.000000,0.690000,2299711.000000,0.810000,2229819.000000,0.840000
24,12,28,4,346960.000000,0.770000,295648.000000,0.910000,299038.000000,0.900000
24,12,28,8,821329.000000,0.650000,646233.000000,0.830000,610492.000000,0.880000
24,12,28,12,1049669.000000,0.760000,949428.000000,0.850000,946199.000000,0.850000
24,12,28,16,1457991.000000,0.730000,1268549.000000,0.840000,1198301.000000,0.890000
24,12,28,20,1935463.000000,0.690000,1639277.000000,0.820000,1653114.000000,0.810000
24,12,28,24,2379229.000000,0.670000,1948246.000000,0.820000,1816198.000000,0.880000
24,12,28,28,2737136.000000,0.680000,2315342.000000,0.810000,2231420.000000,0.840000
24,16,4,4,385473.000000,1.080000,292353.000000,1.420000,313019.000000,1.330000
24,16,4,8,785616.000000,1.120000,621632.000000,1.420000,629498.000000,1.400000
24,16,4,12,1188879.000000,1.130000,938941.000000,1.440000,955727.000000,1.410000
24,16,4,16,1585194.000000,1.150000,1263578.000000,1.440000,1280838.000000,1.420000
24,16,4,20,2039412.000000,1.120000,1615603.000000,1.410000,1617549.000000,1.410000
24,16,4,24,2493152.000000,1.100000,1971946.000000,1.390000,1962984.000000,1.400000
24,16,4,28,2967941.000000,1.080000,2351082.000000,1.370000,2364149.000000,1.360000
24,16,8,4,412051.000000,1.020000,316249.000000,1.330000,338873.000000,1.240000
24,16,8,8,849747.000000,1.050000,692463.000000,1.280000,687242.000000,1.290000
24,16,8,12,1251940.000000,1.080000,1014208.000000,1.340000,1022748.000000,1.330000
24,16,8,16,1727547.000000,1.050000,1390693.000000,1.310000,1388833.000000,1.310000
24,16,8,20,2227262.000000,1.030000,1801301.000000,1.270000,1793956.000000,1.280000
24,16,8,24,2643717.000000,1.040000,2127252.000000,1.300000,2089096.000000,1.320000
24,16,8,28,3139035.000000,1.030000,2536101.000000,1.270000,2520801.000000,1.280000
24,16,12,4,440091.000000,0.970000,341369.000000,1.250000,362744.000000,1.180000
24,16,12,8,893424.000000,1.000000,742938.000000,1.200000,740138.000000,1.210000
24,16,12,12,1366932.000000,1.000000,1091688.000000,1.250000,1112586.000000,1.220000
24,16,12,16,1773899.000000,1.030000,1470518.000000,1.240000,1454441.000000,1.260000
24,16,12,20,2280809.000000,1.010000,1864940.000000,1.230000,1844563.000000,1.240000
24,16,12,24,2846828.000000,0.970000,2428741.000000,1.140000,2360108.000000,1.170000
24,16,12,28,3340081.000000,0.970000,2717869.000000,1.190000,2667540.000000,1.210000
24,16,16,4,462180.000000,0.940000,367430.000000,1.180000,389054.000000,1.110000
24,16,16,8,936919.000000,0.960000,775210.000000,1.160000,787024.000000,1.140000
24,16,16,12,1432764.000000,0.950000,1186688.000000,1.150000,1193216.000000,1.150000
24,16,16,16,1908772.000000,0.960000,1601574.000000,1.150000,1571690.000000,1.170000
24,16,16,20,2438604.000000,0.940000,2003061.000000,1.150000,1980515.000000,1.160000
24,16,16,24,2965129.000000,0.930000,2443858.000000,1.130000,2347530.000000,1.180000
24,16,16,28,3556066.000000,0.910000,2914410.000000,1.110000,2853380.000000,1.130000
24,16,20,4,486619.000000,0.900000,391722.000000,1.120000,416927.000000,1.060000
24,16,20,8,982479.000000,0.920000,852081.000000,1.060000,836312.000000,1.080000
24,16,20,12,1499809.000000,0.920000,1266225.000000,1.090000,1278054.000000,1.080000
24,16,20,16,2019783.000000,0.910000,1713474.000000,1.070000,1670460.000000,1.100000
24,16,20,20,2628749.000000,0.880000,2146817.000000,1.080000,2133451.000000,1.080000
24,16,20,24,3152260.000000,0.880000,2603683.000000,1.070000,2501295.000000,1.110000
24,16,20,28,3739134.000000,0.870000,3101255.000000,1.050000,3039133.000000,1.070000
24,16,24,4,517386.000000,0.860000,419411.000000,1.060000,440004.000000,1.010000
24,16,24,8,1178268.000000,0.780000,895490.000000,1.020000,888789.000000,1.030000
24,16,24,12,1569337.000000,0.880000,1360970.000000,1.010000,1361859.000000,1.010000
24,16,24,16,2127852.000000,0.870000,1947180.000000,0.950000,1758396.000000,1.050000
24,16,24,20,2809755.000000,0.820000,2313682.000000,1.000000,2321196.000000,1.000000
24,16,24,24,3414564.000000,0.810000,2805938.000000,0.990000,2690281.000000,1.030000
24,16,24,28,3941512.000000,0.820000,3286015.000000,0.990000,3221787.000000,1.010000
24,16,28,4,536480.000000,0.840000,441429.000000,1.030000,466711.000000,0.970000
24,16,28,8,1083107.000000,0.850000,985443.000000,0.930000,938901.000000,0.980000
24,16,28,12,1640614.000000,0.850000,1451596.000000,0.960000,1448227.000000,0.960000
24,16,28,16,2233391.000000,0.830000,1922783.000000,0.960000,1850722.000000,1.000000
24,16,28,20,2993047.000000,0.780000,2486997.000000,0.930000,2520495.000000,0.920000
24,16,28,24,3585093.000000,0.780000,2970494.000000,0.940000,2813941.000000,0.990000
24,16,28,28,4265599.000000,0.760000,3558987.000000,0.910000,3449561.000000,0.940000
24,20,4,4,579411.000000,1.100000,438449.000000,1.450000,463468.000000,1.380000
24,20,4,8,1167504.000000,1.160000,921322.000000,1.480000,939839.000000,1.450000
24,20,4,12,1788623.000000,1.160000,1400875.000000,1.490000,1427894.000000,1.460000
24,20,4,16,2370429.000000,1.180000,1890493.000000,1.480000,1910078.000000,1.470000
24,20,4,20,3027235.000000,1.160000,2421146.000000,1.460000,2407862.000000,1.460000
24,20,4,24,3681950.000000,1.150000,2916368.000000,1.460000,2920065.000000,1.450000
24,20,4,28,4355585.000000,1.140000,3463029.000000,1.440000,3480196.000000,1.430000
24,20,8,4,609483.000000,1.060000,468452.000000,1.380000,494733.000000,1.300000
24,20,8,8,1260703.000000,1.080000,1014995.000000,1.350000,1011359.000000,1.350000
24,20,8,12,1871197.000000,1.120000,1522342.000000,1.370000,1533570.000000,1.360000
24,20,8,16,2551815.000000,1.100000,2038372.000000,1.380000,2041418.000000,1.380000
24,20,8,20,3158334.000000,1.120000,2559984.000000,1.380000,2562320.000000,1.380000
24,20,8,24,3869929.000000,1.100000,3111064.000000,1.370000,3078072.000000,1.380000
24,20,8,28,4569862.000000,1.090000,3691127.000000,1.350000,3676983.000000,1.350000
24,20,12,4,644523.000000,1.010000,502515.000000,1.300000,525183.000000,1.240000
24,20,12,8,1328796.000000,1.040000,1074630.000000,1.280000,1073402.000000,1.280000
24,20,12,12,1993907.000000,1.050000,1604226.000000,1.310000,1627643.000000,1.290000
24,20,12,16,2618830.000000,1.080000,2150823.000000,1.310000,2126771.000000,1.330000
24,20,12,20,3327466.000000,1.060000,2721405.000000,1.300000,2690069.000000,1.320000
24,20,12,24,4046878.000000,1.050000,3301135.000000,1.290000,3234893.000000,1.320000
24,20,12,28,4837153.000000,1.030000,3910316.000000,1.280000,3867051.000000,1.290000
24,20,16,4,671475.000000,0.980000,537151.000000,1.230000,557812.000000,1.190000
24,20,16,8,1378361.000000,1.000000,1155776.000000,1.200000,1139651.000000,1.210000
24,20,16,12,2085756.000000,1.010000,1719340.000000,1.220000,1729489.000000,1.220000
24,20,16,16,2826406.000000,1.000000,2323812.000000,1.220000,2273001.000000,1.240000
24,20,16,20,3531404.000000,1.010000,2889946.000000,1.230000,2862994.000000,1.240000
24,20,16,24,4407429.000000,0.970000,3612335.000000,1.180000,3509519.000000,1.220000
24,20,16,28,5490648.000000,0.910000,4507969.000000,1.110000,4438597.000000,1.130000
24,20,20,4,707899.000000,0.950000,571193.000000,1.170000,586256.000000,1.140000
24,20,20,8,1432858.000000,0.970000,1211006.000000,1.150000,1203893.000000,1.160000
24,20,20,12,2170494.000000,0.970000,1825049.000000,1.160000,1837418.000000,1.150000
24,20,20,16,2958773.000000,0.960000,2457249.000000,1.150000,2415793.000000,1.170000
24,20,20,20,3770099.000000,0.940000,3060541.000000,1.160000,3036198.000000,1.170000
24,20,20,24,4597570.000000,0.930000,3708202.000000,1.150000,3601436.000000,1.190000
24,20,20,28,5336782.000000,0.940000,4399792.000000,1.140000,4330721.000000,1.150000
24,20,24,4,734240.000000,0.920000,602369.000000,1.120000,620619.000000,1.090000
24,20,24,8,1507057.000000,0.930000,1287593.000000,1.090000,1264578.000000,1.110000
24,20,24,12,2249124.000000,0.940000,1936940.000000,1.100000,1941206.000000,1.090000
24,20,24,16,3091318.000000,0.920000,2599022.000000,1.090000,2505444.000000,1.130000
24,20,24,20,4000148.000000,0.890000,3287530.000000,1.080000,3286957.000000,1.080000
24,20,24,24,4832703.000000,0.890000,3952021.000000,1.080000,3809228.000000,1.130000
24,20,24,28,5678311.000000,0.880000,4687385.000000,1.070000,4622134.000000,1.080000
24,20,28,4,769372.000000,0.890000,627284.000000,1.090000,654465.000000,1.050000
24,20,28,8,1556107.000000,0.900000,1332280.000000,1.060000,1326111.000000,1.060000
24,20,28,12,2333095.000000,0.910000,2040423.000000,1.040000,2039129.000000,1.040000
24,20,28,16,3218485.000000,0.890000,2726509.000000,1.050000,2618603.000000,1.090000
24,20,28,20,4221800.000000,0.850000,3515222.000000,1.020000,3533793.000000,1.010000
24,20,28,24,5043072.000000,0.850000,4163212.000000,1.030000,3977779.000000,1.080000
24,20,28,28,6012222.000000,0.830000,4946913.000000,1.010000,4836665.000000,1.040000
24,24,4,4,794831.000000,1.140000,615260.000000,1.480000,646948.000000,1.400000
24,24,4,8,1616727.000000,1.200000,1294508.000000,1.500000,1312210.000000,1.480000
24,24,4,12,2499723.000000,1.190000,1944702.000000,1.530000,1996957.000000,1.490000
24,24,4,16,3305953.000000,1.210000,2617572.000000,1.530000,2649268.000000,1.510000
24,24,4,20,4214338.000000,1.200000,3315644.000000,1.520000,3333712.000000,1.510000
24,24,4,24,5095526.000000,1.190000,4036484.000000,1.500000,4042116.000000,1.500000
24,24,4,28,6120668.000000,1.160000,4942910.000000,1.440000,4894368.000000,1.450000
24,24,8,4,833406.000000,1.100000,656243.000000,1.400000,683528.000000,1.340000
24,24,8,8,1743358.000000,1.120000,1400454.000000,1.390000,1394417.000000,1.400000
24,24,8,12,2594467.000000,1.150000,2065376.000000,1.440000,2110324.000000,1.410000
24,24,8,16,3464430.000000,1.160000,2771830.000000,1.450000,2779555.000000,1.440000
24,24,8,20,4403945.000000,1.150000,3508733.000000,1.440000,3499854.000000,1.440000
24,24,8,24,5330781.000000,1.140000,4282416.000000,1.420000,4245797.000000,1.430000
24,24,8,28,6389918.000000,1.110000,5223242.000000,1.360000,5135489.000000,1.380000
24,24,12,4,875305.000000,1.060000,693490.000000,1.340000,726988.000000,1.280000
24,24,12,8,1819682.000000,1.080000,1479046.000000,1.320000,1479416.000000,1.320000
24,24,12,12,2737246.000000,1.090000,2184141.000000,1.370000,2230413.000000,1.340000
24,24,12,16,3583396.000000,1.120000,2927263.000000,1.370000,2909747.000000,1.380000
24,24,12,20,4567465.000000,1.110000,3690179.000000,1.370000,3672155.000000,1.380000
24,24,12,24,5568091.000000,1.090000,4550308.000000,1.340000,4449039.000000,1.370000
24,24,12,28,6660190.000000,1.070000,5489436.000000,1.300000,5355968.000000,1.330000
24,24,16,4,908850.000000,1.030000,733312.000000,1.280000,759099.000000,1.230000
24,24,16,8,1886141.000000,1.040000,1530086.000000,1.290000,1540147.000000,1.280000
24,24,16,12,2844433.000000,1.060000,2312664.000000,1.300000,2356563.000000,1.270000
24,24,16,16,3855497.000000,1.050000,3146869.000000,1.280000,3099692.000000,1.300000
24,24,16,20,4796145.000000,1.060000,3892462.000000,1.300000,3851611.000000,1.320000
24,24,16,24,5847134.000000,1.040000,4772892.000000,1.280000,4619577.000000,1.320000
24,24,16,28,6976090.000000,1.020000,5752548.000000,1.240000,5597484.000000,1.270000
24,24,20,4,946199.000000,1.000000,768324.000000,1.230000,798583.000000,1.180000
24,24,20,8,1990774.000000,0.990000,1654985.000000,1.200000,1619518.000000,1.220000
24,24,20,12,2943197.000000,1.020000,2447955.000000,1.230000,2478780.000000,1.210000
24,24,20,16,3998373.000000,1.010000,3278263.000000,1.230000,3226390.000000,1.250000
24,24,20,20,5062944.000000,1.000000,4071971.000000,1.250000,4078918.000000,1.240000
24,24,20,24,6139284.000000,0.990000,5042115.000000,1.210000,4905735.000000,1.250000
24,24,20,28,7274089.000000,0.980000,6021680.000000,1.190000,5913417.000000,1.210000
24,24,24,4,981539.000000,0.970000,806535.000000,1.180000,843633.000000,1.130000
24,24,24,8,2023335.000000,0.980000,1729102.000000,1.150000,1692474.000000,1.170000
24,24,24,12,3047138.000000,0.990000,2576192.000000,1.170000,2607566.000000,1.160000
24,24,24,16,4148904.000000,0.980000,3496295.000000,1.160000,3450441.000000,1.170000
24,24,24,20,5448731.000000,0.930000,4369032.000000,1.160000,4412092.000000,1.150000
24,24,24,24,6601380.000000,0.930000,5351917.000000,1.140000,5098027.000000,1.200000
24,24,24,28,7692401.000000,0.930000,6384483.000000,1.120000,6262420.000000,1.140000
24,24,28,4,1018317.000000,0.950000,871367.000000,1.110000,878425.000000,1.100000
24,24,28,8,2131375.000000,0.940000,1816958.000000,1.100000,1778564.000000,1.120000
24,24,28,12,3155437.000000,0.960000,2717883.000000,1.110000,2735968.000000,1.110000
24,24,28,16,4332207.000000,0.940000,3633452.000000,1.120000,3505256.000000,1.160000
24,24,28,20,5634981.000000,0.900000,4649143.000000,1.100000,4692061.000000,1.090000
24,24,28,24,6686851.000000,0.920000,5543610.000000,1.110000,5294741.000000,1.160000
24,24,28,28,8008976.000000,0.890000,6644983.000000,1.080000,6465224.000000,1.110000
24,28,4,4,1051910.000000,1.170000,816567.000000,1.500000,853555.000000,1.440000
24,28,4,8,2220407.000000,1.180000,1767316.000000,1.480000,1801083.000000,1.460000
24,28,4,12,3363236.000000,1.200000,2601569.000000,1.550000,2682088.000000,1.500000
24,28,4,16,4443104.000000,1.220000,3522306.000000,1.540000,3567109.000000,1.520000
24,28,4,20,5695163.000000,1.200000,4546545.000000,1.500000,4558919.000000,1.500000
24,28,4,24,6917552.000000,1.190000,5581939.000000,1.470000,5581676.000000,1.470000
24,28,4,28,8158423.000000,1.180000,6670968.000000,1.440000,6690749.000000,1.440000
24,28,8,4,1097151.000000,1.130000,863673.000000,1.430000,900306.000000,1.370000
24,28,8,8,2309231.000000,1.140000,1823024.000000,1.450000,1850172.000000,1.420000
24,28,8,12,3515574.000000,1.150000,2764230.000000,1.460000,2853007.000000,1.410000
24,28,8,16,4676508.000000,1.160000,3752167.000000,1.450000,3765915.000000,1.440000
24,28,8,20,5879435.000000,1.160000,4726915.000000,1.440000,4785515.000000,1.430000
24,28,8,24,7168258.000000,1.150000,5871815.000000,1.400000,5759714.000000,1.430000
24,28,8,28,8534261.000000,1.130000,7004131.000000,1.370000,6978480.000000,1.380000
24,28,12,4,1142467.000000,1.090000,915672.000000,1.360000,942827.000000,1.320000
24,28,12,8,2392490.000000,1.110000,1921211.000000,1.380000,1943544.000000,1.360000
24,28,12,12,3642179.000000,1.110000,2869734.000000,1.410000,2955606.000000,1.370000
24,28,12,16,4813926.000000,1.130000,3897189.000000,1.400000,3884909.000000,1.400000
24,28,12,20,6130519.000000,1.120000,4987144.000000,1.370000,4958782.000000,1.380000
24,28,12,24,7431310.000000,1.110000,6123173.000000,1.350000,5983593.000000,1.380000
24,28,12,28,8880989.000000,1.090000,7317264.000000,1.320000,7220390.000000,1.330000
24,28,16,4,1186761.000000,1.060000,959809.000000,1.310000,992365.000000,1.270000
24,28,16,8,2463722.000000,1.080000,2025840.000000,1.310000,2025695.000000,1.310000
24,28,16,12,3767570.000000,1.080000,3026099.000000,1.340000,3102183.000000,1.310000
24,28,16,16,5050461.000000,1.080000,4095361.000000,1.330000,4062921.000000,1.340000
24,28,16,20,6388979.000000,1.070000,5195693.000000,1.320000,5190257.000000,1.320000
24,28,16,24,7758065.000000,1.060000,6424147.000000,1.280000,6245126.000000,1.320000
24,28,16,28,9242107.000000,1.040000,7678413.000000,1.260000,7551746.000000,1.280000
24,28,20,4,1229277.000000,1.030000,1000079.000000,1.270000,1030034.000000,1.230000
24,28,20,8,2556034.000000,1.040000,2104918.000000,1.270000,2114400.000000,1.260000
24,28,20,12,3876344.000000,1.050000,3174319.000000,1.280000,3249142.000000,1.250000
24,28,20,16,5247354.000000,1.040000,4294904.000000,1.270000,4253800.000000,1.280000
24,28,20,20,6715364.000000,1.020000,5400792.000000,1.270000,5437556.000000,1.260000
24,28,20,24,8087259.000000,1.020000,6673847.000000,1.240000,6490974.000000,1.270000
24,28,20,28,9572465.000000,1.010000,7970600.000000,1.210000,7863959.000000,1.230000
24,28,24,4,1272990.000000,1.010000,1034710.000000,1.240000,1074067.000000,1.190000
24,28,24,8,2653284.000000,1.010000,2221257.000000,1.210000,2205118.000000,1.220000
24,28,24,12,3981163.000000,1.020000,3312284.000000,1.230000,3388544.000000,1.200000
24,28,24,16,5450984.000000,1.000000,4495326.000000,1.220000,4456906.000000,1.230000
24,28,24,20,7028222.000000,0.980000,5704221.000000,1.200000,5788131.000000,1.190000
24,28,24,24,8507772.000000,0.970000,6947831.000000,1.190000,6779161.000000,1.220000
24,28,24,28,9922309.000000,0.970000,8374432.000000,1.150000,8231305.000000,1.170000
24,28,28,4,1311221.000000,0.990000,1094889.000000,1.180000,1117551.000000,1.160000
24,28,28,8,2714277.000000,0.990000,2320884.000000,1.160000,2281442.000000,1.180000
24,28,28,12,4080344.000000,1.000000,3470876.000000,1.180000,3531149.000000,1.160000
24,28,28,16,5649633.000000,0.970000,4692043.000000,1.170000,4576803.000000,1.200000
24,28,28,20,7344408.000000,0.940000,6010966.000000,1.150000,6135670.000000,1.120000
24,28,28,24,8768374.000000,0.940000,7342036.000000,1.130000,6978895.000000,1.190000
24,28,28,28,10419057.000000,0.930000,8633913.000000,1.120000,8496419.000000,1.140000
28,4,4,4,58199.000000,0.650000,47252.000000,0.800000,46513.000000,0.810000
28,4,4,8,356068.000000,0.220000,140811.000000,0.550000,140315.000000,0.550000
28,4,4,12,163357.000000,0.720000,123812.000000,0.950000,122302.000000,0.960000
28,4,4,16,214093.000000,0.730000,341435.000000,0.460000,341551.000000,0.460000
28,4,4,20,275980.000000,0.710000,207226.000000,0.950000,200843.000000,0.980000
28,4,4,24,328961.000000,0.720000,248075.000000,0.950000,240122.000000,0.980000
28,4,4,28,392643.000000,0.700000,298474.000000,0.920000,294018.000000,0.940000
28,4,8,4,65415.000000,0.610000,54767.000000,0.720000,53573.000000,0.740000
28,4,8,8,134673.000000,0.590000,110139.000000,0.720000,108629.000000,0.730000
28,4,8,12,226927.000000,0.520000,179884.000000,0.660000,179452.000000,0.660000
28,4,8,16,282504.000000,0.560000,218065.000000,0.730000,211136.000000,0.750000
28,4,8,20,307772.000000,0.640000,239560.000000,0.830000,232352.000000,0.850000
28,4,8,24,372163.000000,0.640000,292561.000000,0.810000,276660.000000,0.860000
28,4,8,28,746247.000000,0.370000,641709.000000,0.430000,623347.000000,0.450000
28,4,12,4,72027.000000,0.570000,61807.000000,0.670000,60938.000000,0.680000
28,4,12,8,148547.000000,0.550000,125301.000000,0.650000,123327.000000,0.660000
28,4,12,12,235996.000000,0.510000,182126.000000,0.660000,182387.000000,0.660000
28,4,12,16,492593.000000,0.330000,435190.000000,0.370000,431763.000000,0.370000
28,4,12,20,389624.000000,0.510000,314198.000000,0.640000,298161.000000,0.670000
28,4,12,24,469048.000000,0.510000,377540.000000,0.630000,352116.000000,0.680000
28,4,12,28,506946.000000,0.550000,406524.000000,0.690000,383285.000000,0.730000
28,4,16,4,80047.000000,0.540000,69278.000000,0.620000,67971.000000,0.640000
28,4,16,8,162291.000000,0.510000,142646.000000,0.580000,138808.000000,0.600000
28,4,16,12,257935.000000,0.480000,207674.000000,0.590000,206210.000000,0.590000
28,4,16,16,328698.000000,0.490000,278097.000000,0.580000,264361.000000,0.610000
28,4,16,20,678750.000000,0.300000,622888.000000,0.320000,612251.000000,0.330000
28,4,16,24,596764.000000,0.400000,494675.000000,0.490000,351292.000000,0.690000
28,4,16,28,760197.000000,0.370000,630330.000000,0.450000,599047.000000,0.470000
28,4,20,4,88195.000000,0.510000,76952.000000,0.590000,75759.000000,0.590000
28,4,20,8,178556.000000,0.470000,158045.000000,0.540000,152735.000000,0.550000
28,4,20,12,283529.000000,0.440000,233003.000000,0.530000,230902.000000,0.540000
28,4,20,16,358867.000000,0.460000,314800.000000,0.520000,290883.000000,0.560000
28,4,20,20,481647.000000,0.420000,387762.000000,0.530000,367191.000000,0.550000
28,4,20,24,841228.000000,0.290000,708349.000000,0.340000,674355.000000,0.360000
28,4,20,28,877951.000000,0.320000,736965.000000,0.380000,711360.000000,0.400000
28,4,24,4,94270.000000,0.500000,83723.000000,0.560000,82989.000000,0.560000
28,4,24,8,190883.000000,0.450000,170116.000000,0.510000,165757.000000,0.520000
28,4,24,12,297659.000000,0.420000,258886.000000,0.490000,255292.000000,0.490000
28,4,24,16,392204.000000,0.420000,345053.000000,0.480000,316158.000000,0.520000
28,4,24,20,536516.000000,0.380000,435408.000000,0.470000,424208.000000,0.480000
28,4,24,24,642079.000000,0.380000,525534.000000,0.470000,473585.000000,0.520000
28,4,24,28,906883.000000,0.310000,781519.000000,0.360000,822789.000000,0.350000
28,4,28,4,101537.000000,0.480000,90622.000000,0.540000,90804.000000,0.540000
28,4,28,8,202965.000000,0.440000,187810.000000,0.470000,179694.000000,0.490000
28,4,28,12,320620.000000,0.400000,283139.000000,0.450000,278962.000000,0.460000
28,4,28,16,426196.000000,0.390000,379151.000000,0.440000,341158.000000,0.490000
28,4,28,20,589830.000000,0.350000,495573.000000,0.420000,482384.000000,0.430000
28,4,28,24,689987.000000,0.360000,574671.000000,0.430000,509521.000000,0.480000
28,4,28,28,821423.000000,0.350000,689851.000000,0.420000,640437.000000,0.450000
28,8,4,4,145949.000000,0.900000,113986.000000,1.150000,113663.000000,1.150000
28,8,4,8,286353.000000,0.960000,217303.000000,1.260000,220360.000000,1.250000
28,8,4,12,430521.000000,0.970000,326221.000000,1.280000,325256.000000,1.290000
28,8,4,16,578333.000000,0.970000,446437.000000,1.260000,451341.000000,1.240000
28,8,4,20,734498.000000,0.960000,572337.000000,1.230000,560474.000000,1.260000
28,8,4,24,882265.000000,0.960000,689977.000000,1.230000,674856.000000,1.260000
28,8,4,28,1044813.000000,0.950000,820191.000000,1.210000,815696.000000,1.220000
28,8,8,4,160057.000000,0.840000,129472.000000,1.040000,127888.000000,1.050000
28,8,8,8,325355.000000,0.850000,266401.000000,1.040000,260363.000000,1.070000
28,8,8,12,468083.000000,0.900000,368383.000000,1.140000,368394.000000,1.140000
28,8,8,16,641257.000000,0.880000,503884.000000,1.120000,499047.000000,1.130000
28,8,8,20,799645.000000,0.890000,638171.000000,1.110000,624332.000000,1.140000
28,8,8,24,963611.000000,0.880000,778295.000000,1.100000,747565.000000,1.140000
28,8,8,28,1142179.000000,0.870000,934395.000000,1.070000,908862.000000,1.100000
28,8,12,4,174883.000000,0.790000,144812.000000,0.950000,142936.000000,0.970000
28,8,12,8,355253.000000,0.790000,301401.000000,0.930000,288565.000000,0.980000
28,8,12,12,551288.000000,0.770000,439184.000000,0.970000,429765.000000,0.990000
28,8,12,16,827095.000000,0.690000,741456.000000,0.770000,582692.000000,0.980000
28,8,12,20,920679.000000,0.770000,760638.000000,0.940000,727956.000000,0.980000
28,8,12,24,1053082.000000,0.810000,869649.000000,0.980000,817609.000000,1.050000
28,8,12,28,1432440.000000,0.700000,1192012.000000,0.840000,1137858.000000,0.880000
28,8,16,4,189862.000000,0.750000,172455.000000,0.820000,157339.000000,0.900000
28,8,16,8,380922.000000,0.750000,330664.000000,0.860000,316733.000000,0.900000
28,8,16,12,590017.000000,0.730000,485146.000000,0.880000,478783.000000,0.900000
28,8,16,16,784610.000000,0.730000,656359.000000,0.870000,631633.000000,0.910000
28,8,16,20,1055728.000000,0.680000,880153.000000,0.810000,846908.000000,0.850000
28,8,16,24,1398133.000000,0.610000,1174460.000000,0.730000,1113977.000000,0.770000
28,8,16,28,1546213.000000,0.650000,1293386.000000,0.780000,1235195.000000,0.810000
28,8,20,4,204166.000000,0.710000,179118.000000,0.810000,173879.000000,0.840000
28,8,20,8,411955.000000,0.700000,365710.000000,0.790000,346580.000000,0.830000
28,8,20,12,633178.000000,0.680000,538245.000000,0.800000,525075.000000,0.820000
